Frequency: Avg: 3972.3, Core 0: 3993.5, Core 1: 3965.4, Core 2: 3937.0, Core 3: 3993.2, Temp: PackageId0,0: 87.0, Core0,0: 87.0, Core1,0: 70.0, PackageId0,1: 87.0, Core0,1: 87.0, Core1,1: 70.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 69.5, Util: Avg: 23.1, Core 0: 0.0, Core 1: 0.0, Core 2: 0.0, Core 3: 100.0, Power: package-0,0: 10.7, core,0: 10.7, uncore,0: 0, dram,0: 0.3, psys,0: 24.8, 
Frequency: Avg: 3798.1, Core 0: 3798.2, Core 1: 3798.1, Core 2: 3798.1, Core 3: 3798.1, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 90.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 90.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 21.9, core,0: 19.7, uncore,0: 0, dram,0: 0.6, psys,0: 32.4, 
Frequency: Avg: 3815.8, Core 0: 3802.9, Core 1: 3808.1, Core 2: 3826.1, Core 3: 3826.0, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 90.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 90.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 21.0, core,0: 20.1, uncore,0: 0, dram,0: 0.3, psys,0: 28.8, 
Frequency: Avg: 3785.2, Core 0: 3784.5, Core 1: 3785.3, Core 2: 3785.4, Core 3: 3785.4, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.0, Util: Avg: 87.0, Core 0: 60.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 29.8, core,0: 19.9, uncore,0: 0, dram,0: 0.4, psys,0: 31.3, 
Frequency: Avg: 3877.1, Core 0: 3876.3, Core 1: 3876.8, Core 2: 3877.3, Core 3: 3877.7, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 24.2, core,0: 22.8, uncore,0: 0, dram,0: 0.4, psys,0: 32.6, 
Frequency: Avg: 3805.4, Core 0: 3805.5, Core 1: 3805.5, Core 2: 3805.4, Core 3: 3805.4, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 21.1, core,0: 19.0, uncore,0: 0, dram,0: 0.4, psys,0: 31.5, 
Frequency: Avg: 3779.9, Core 0: 3780.0, Core 1: 3779.9, Core 2: 3779.9, Core 3: 3779.9, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 19.7, core,0: 16.9, uncore,0: 0, dram,0: 0.4, psys,0: 23.8, 
Frequency: Avg: 3824.9, Core 0: 3832.2, Core 1: 3822.7, Core 2: 3822.2, Core 3: 3822.4, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 23.7, core,0: 19.9, uncore,0: 0, dram,0: 0.5, psys,0: 40.7, 
Frequency: Avg: 3793.7, Core 0: 3792.8, Core 1: 3796.3, Core 2: 3792.9, Core 3: 3792.9, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.0, Util: Avg: 73.3, Core 0: 75.0, Core 1: 0.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 28.6, core,0: 18.1, uncore,0: 0, dram,0: 0.5, psys,0: 28.0, 
Frequency: Avg: 3789.1, Core 0: 3789.0, Core 1: 3788.9, Core 2: 3789.2, Core 3: 3789.2, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.0, Util: Avg: 95.7, Core 0: 100.0, Core 1: 83.3, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 21.3, core,0: 19.9, uncore,0: 0, dram,0: 0.4, psys,0: 31.0, 
Frequency: Avg: 3789.2, Core 0: 3790.9, Core 1: 3787.2, Core 2: 3789.8, Core 3: 3789.0, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 24.5, core,0: 20.2, uncore,0: 0, dram,0: 0.2, psys,0: 20.3, 
Frequency: Avg: 3885.5, Core 0: 3885.5, Core 1: 3885.5, Core 2: 3885.5, Core 3: 3885.4, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 91.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 91.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 24.4, core,0: 22.9, uncore,0: 0, dram,0: 0.4, psys,0: 32.0, 
Frequency: Avg: 3900.0, Core 0: 3900.0, Core 1: 3900.0, Core 2: 3900.0, Core 3: 3900.0, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 91.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 91.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.0, Util: Avg: 64.7, Core 0: 100.0, Core 1: 50.0, Core 2: 40.0, Core 3: 100.0, Power: package-0,0: 24.8, core,0: 23.1, uncore,0: 0, dram,0: 0.4, psys,0: 32.9, 
Frequency: Avg: 3900.0, Core 0: 3900.0, Core 1: 3900.0, Core 2: 3900.0, Core 3: 3900.0, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 91.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 91.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.0, Util: Avg: 79.2, Core 0: 100.0, Core 1: 80.0, Core 2: 100.0, Core 3: 33.3, Power: package-0,0: 23.7, core,0: 23.0, uncore,0: 0, dram,0: 0.4, psys,0: 31.4, 
Frequency: Avg: 3890.0, Core 0: 3890.2, Core 1: 3890.2, Core 2: 3890.2, Core 3: 3889.4, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 83.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 83.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.5, Util: Avg: 85.7, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 40.0, Power: package-0,0: 32.7, core,0: 22.7, uncore,0: 0, dram,0: 0.4, psys,0: 31.3, 
Frequency: Avg: 3884.9, Core 0: 3885.0, Core 1: 3885.0, Core 2: 3884.7, Core 3: 3885.0, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 83.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 83.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.5, Util: Avg: 89.5, Core 0: 100.0, Core 1: 100.0, Core 2: 80.0, Core 3: 100.0, Power: package-0,0: 31.5, core,0: 21.1, uncore,0: 0, dram,0: 0.5, psys,0: 29.5, 
Frequency: Avg: 3855.2, Core 0: 3852.6, Core 1: 3857.5, Core 2: 3853.0, Core 3: 3857.5, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 83.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 83.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 26.9, core,0: 22.6, uncore,0: 0, dram,0: 0.4, psys,0: 37.6, 
Frequency: Avg: 3876.9, Core 0: 3876.2, Core 1: 3876.7, Core 2: 3877.1, Core 3: 3877.5, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 83.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 83.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 25.3, core,0: 23.1, uncore,0: 0, dram,0: 0.4, psys,0: 32.8, 
Frequency: Avg: 3893.3, Core 0: 3893.6, Core 1: 3893.6, Core 2: 3892.2, Core 3: 3893.6, Temp: PackageId0,0: 93.0, Core0,0: 90.0, Core1,0: 93.0, PackageId0,1: 93.0, Core0,1: 90.0, Core1,1: 93.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.5, Util: Avg: 73.3, Core 0: 100.0, Core 1: 100.0, Core 2: 0.0, Core 3: 100.0, Power: package-0,0: 22.7, core,0: 21.1, uncore,0: 0, dram,0: 0.4, psys,0: 44.5, 
Frequency: Avg: 3842.2, Core 0: 3843.0, Core 1: 3843.2, Core 2: 3839.1, Core 3: 3843.5, Temp: PackageId0,0: 93.0, Core0,0: 90.0, Core1,0: 93.0, PackageId0,1: 93.0, Core0,1: 90.0, Core1,1: 93.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 27.2, core,0: 22.9, uncore,0: 0, dram,0: 0.4, psys,0: 37.8, 
Frequency: Avg: 3857.9, Core 0: 3856.1, Core 1: 3857.4, Core 2: 3858.5, Core 3: 3859.6, Temp: PackageId0,0: 93.0, Core0,0: 90.0, Core1,0: 93.0, PackageId0,1: 93.0, Core0,1: 90.0, Core1,1: 93.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.5, Util: Avg: 90.5, Core 0: 100.0, Core 1: 80.0, Core 2: 80.0, Core 3: 100.0, Power: package-0,0: 24.4, core,0: 23.1, uncore,0: 0, dram,0: 0.4, psys,0: 31.8, 
Frequency: Avg: 3854.9, Core 0: 3852.9, Core 1: 3854.3, Core 2: 3855.5, Core 3: 3856.7, Temp: PackageId0,0: 93.0, Core0,0: 90.0, Core1,0: 93.0, PackageId0,1: 93.0, Core0,1: 90.0, Core1,1: 93.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 27.6, core,0: 23.5, uncore,0: 0, dram,0: 0.4, psys,0: 37.1, 
Frequency: Avg: 3870.0, Core 0: 3869.1, Core 1: 3869.7, Core 2: 3870.2, Core 3: 3870.7, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 91.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 91.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 27.3, core,0: 23.0, uncore,0: 0, dram,0: 0.4, psys,0: 37.5, 
Frequency: Avg: 3889.7, Core 0: 3895.2, Core 1: 3884.7, Core 2: 3895.2, Core 3: 3883.9, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 91.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 91.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 68.2, Core 0: 100.0, Core 1: 50.0, Core 2: 100.0, Core 3: 40.0, Power: package-0,0: 23.3, core,0: 20.3, uncore,0: 0, dram,0: 0.4, psys,0: 37.9, 
Frequency: Avg: 3858.8, Core 0: 3858.0, Core 1: 3857.8, Core 2: 3858.0, Core 3: 3861.4, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 91.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 91.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 76.2, Core 0: 100.0, Core 1: 80.0, Core 2: 100.0, Core 3: 33.3, Power: package-0,0: 17.5, core,0: 14.4, uncore,0: 0, dram,0: 0.4, psys,0: 29.5, 
Frequency: Avg: 3813.1, Core 0: 3815.5, Core 1: 3810.7, Core 2: 3815.6, Core 3: 3810.6, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 89.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 23.4, core,0: 19.5, uncore,0: 0, dram,0: 0.4, psys,0: 35.6, 
Frequency: Avg: 3810.1, Core 0: 3819.5, Core 1: 3809.4, Core 2: 3808.2, Core 3: 3803.1, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 89.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 25.4, core,0: 20.5, uncore,0: 0, dram,0: 0.5, psys,0: 37.3, 
Frequency: Avg: 3793.2, Core 0: 3791.7, Core 1: 3796.4, Core 2: 3792.3, Core 3: 3792.4, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 89.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 95.7, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 25.9, core,0: 21.7, uncore,0: 0, dram,0: 0.4, psys,0: 36.9, 
Frequency: Avg: 3870.2, Core 0: 3870.6, Core 1: 3870.2, Core 2: 3870.0, Core 3: 3870.0, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 89.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 92.3, Core 0: 100.0, Core 1: 71.4, Core 2: 100.0, Core 3: 87.5, Power: package-0,0: 23.1, core,0: 21.4, uncore,0: 0, dram,0: 0.4, psys,0: 31.1, 
Frequency: Avg: 3804.2, Core 0: 3806.4, Core 1: 3801.9, Core 2: 3806.5, Core 3: 3802.1, Temp: PackageId0,0: 93.0, Core0,0: 93.0, Core1,0: 75.0, PackageId0,1: 93.0, Core0,1: 93.0, Core1,1: 75.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 60.9, Core 0: 100.0, Core 1: 60.0, Core 2: 100.0, Core 3: 16.7, Power: package-0,0: 20.9, core,0: 19.2, uncore,0: 0, dram,0: 0.3, psys,0: 32.3, 
Frequency: Avg: 3810.9, Core 0: 3814.3, Core 1: 3808.2, Core 2: 3809.4, Core 3: 3811.6, Temp: PackageId0,0: 93.0, Core0,0: 93.0, Core1,0: 75.0, PackageId0,1: 93.0, Core0,1: 93.0, Core1,1: 75.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 20.0, core,0: 18.6, uncore,0: 0, dram,0: 0.4, psys,0: 30.2, 
Frequency: Avg: 3800.0, Core 0: 3800.0, Core 1: 3800.0, Core 2: 3800.0, Core 3: 3800.0, Temp: PackageId0,0: 93.0, Core0,0: 93.0, Core1,0: 75.0, PackageId0,1: 93.0, Core0,1: 93.0, Core1,1: 75.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 23.4, core,0: 21.6, uncore,0: 0, dram,0: 0.4, psys,0: 31.3, 
Frequency: Avg: 3808.5, Core 0: 3815.9, Core 1: 3801.5, Core 2: 3816.9, Core 3: 3799.8, Temp: PackageId0,0: 93.0, Core0,0: 93.0, Core1,0: 75.0, PackageId0,1: 93.0, Core0,1: 93.0, Core1,1: 75.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 26.7, core,0: 22.7, uncore,0: 0, dram,0: 0.5, psys,0: 37.1, 
Frequency: Avg: 3900.0, Core 0: 3900.0, Core 1: 3900.0, Core 2: 3900.0, Core 3: 3900.0, Temp: PackageId0,0: 90.0, Core0,0: 88.0, Core1,0: 90.0, PackageId0,1: 90.0, Core0,1: 88.0, Core1,1: 90.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 75.0, Core 0: 75.0, Core 1: 100.0, Core 2: 100.0, Core 3: 50.0, Power: package-0,0: 25.0, core,0: 22.9, uncore,0: 0, dram,0: 0.4, psys,0: 32.1, 
Frequency: Avg: 3700.0, Core 0: 3700.0, Core 1: 3700.0, Core 2: 3700.0, Core 3: 3700.0, Temp: PackageId0,0: 90.0, Core0,0: 88.0, Core1,0: 90.0, PackageId0,1: 90.0, Core0,1: 88.0, Core1,1: 90.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 20.0, core,0: 19.9, uncore,0: 0, dram,0: 0.5, psys,0: 39.6, 
Frequency: Avg: 3810.3, Core 0: 3825.1, Core 1: 3796.2, Core 2: 3825.2, Core 3: 3794.9, Temp: PackageId0,0: 90.0, Core0,0: 88.0, Core1,0: 90.0, PackageId0,1: 90.0, Core0,1: 88.0, Core1,1: 90.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 30.3, core,0: 21.8, uncore,0: 0, dram,0: 0.5, psys,0: 31.3, 
Frequency: Avg: 3752.6, Core 0: 3700.0, Core 1: 3700.0, Core 2: 3700.0, Core 3: 3700.0, Temp: PackageId0,0: 90.0, Core0,0: 88.0, Core1,0: 90.0, PackageId0,1: 90.0, Core0,1: 88.0, Core1,1: 90.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 83.3, Core 0: 50.0, Core 1: 100.0, Core 2: 83.3, Core 3: 100.0, Power: package-0,0: 23.6, core,0: 19.7, uncore,0: 0, dram,0: 0.4, psys,0: 26.6, 
Frequency: Avg: 3628.6, Core 0: 3628.7, Core 1: 3628.6, Core 2: 3628.6, Core 3: 3628.5, Temp: PackageId0,0: 86.0, Core0,0: 86.0, Core1,0: 86.0, PackageId0,1: 86.0, Core0,1: 86.0, Core1,1: 86.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 23.2, core,0: 16.8, uncore,0: 0, dram,0: 0.5, psys,0: 29.0, 
Frequency: Avg: 3534.5, Core 0: 3534.5, Core 1: 3534.5, Core 2: 3534.5, Core 3: 3534.5, Temp: PackageId0,0: 86.0, Core0,0: 86.0, Core1,0: 86.0, PackageId0,1: 86.0, Core0,1: 86.0, Core1,1: 86.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 24.4, core,0: 18.5, uncore,0: 0, dram,0: 0.4, psys,0: 22.5, 
Frequency: Avg: 3664.4, Core 0: 3680.1, Core 1: 3657.0, Core 2: 3680.0, Core 3: 3640.6, Temp: PackageId0,0: 86.0, Core0,0: 86.0, Core1,0: 86.0, PackageId0,1: 86.0, Core0,1: 86.0, Core1,1: 86.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 22.2, core,0: 17.0, uncore,0: 0, dram,0: 0.4, psys,0: 33.5, 
Frequency: Avg: 3608.2, Core 0: 3611.7, Core 1: 3604.9, Core 2: 3611.9, Core 3: 3604.3, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 80.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 80.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 80.8, Core 0: 100.0, Core 1: 83.3, Core 2: 100.0, Core 3: 50.0, Power: package-0,0: 27.3, core,0: 22.9, uncore,0: 0, dram,0: 0.4, psys,0: 35.4, 
Frequency: Avg: 3587.9, Core 0: 3586.6, Core 1: 3587.5, Core 2: 3588.3, Core 3: 3589.0, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 80.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 80.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 22.4, core,0: 18.6, uncore,0: 0, dram,0: 0.4, psys,0: 35.8, 
Frequency: Avg: 3616.0, Core 0: 3614.8, Core 1: 3616.4, Core 2: 3616.5, Core 3: 3616.5, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 80.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 80.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 18.8, core,0: 18.3, uncore,0: 0, dram,0: 0.3, psys,0: 29.4, 
Frequency: Avg: 3641.4, Core 0: 3651.2, Core 1: 3642.9, Core 2: 3645.9, Core 3: 3625.7, Temp: PackageId0,0: 86.0, Core0,0: 86.0, Core1,0: 86.0, PackageId0,1: 86.0, Core0,1: 86.0, Core1,1: 86.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 22.2, core,0: 18.1, uncore,0: 0, dram,0: 0.4, psys,0: 38.7, 
Frequency: Avg: 3900.0, Core 0: 3900.0, Core 1: 3900.0, Core 2: 3900.0, Core 3: 3900.0, Temp: PackageId0,0: 86.0, Core0,0: 86.0, Core1,0: 86.0, PackageId0,1: 86.0, Core0,1: 86.0, Core1,1: 86.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 73.1, Core 0: 66.7, Core 1: 100.0, Core 2: 33.3, Core 3: 100.0, Power: package-0,0: 25.5, core,0: 23.2, uncore,0: 0, dram,0: 0.4, psys,0: 29.3, 
Frequency: Avg: 3592.7, Core 0: 3592.8, Core 1: 3592.7, Core 2: 3592.6, Core 3: 3592.6, Temp: PackageId0,0: 86.0, Core0,0: 86.0, Core1,0: 86.0, PackageId0,1: 86.0, Core0,1: 86.0, Core1,1: 86.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 21.3, core,0: 16.9, uncore,0: 0, dram,0: 0.4, psys,0: 35.9, 
Frequency: Avg: 3611.3, Core 0: 3599.1, Core 1: 3615.8, Core 2: 3615.8, Core 3: 3614.4, Temp: PackageId0,0: 86.0, Core0,0: 86.0, Core1,0: 86.0, PackageId0,1: 86.0, Core0,1: 86.0, Core1,1: 86.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 22.3, core,0: 18.7, uncore,0: 0, dram,0: 0.5, psys,0: 37.7, 
Frequency: Avg: 3878.2, Core 0: 3877.3, Core 1: 3877.9, Core 2: 3878.4, Core 3: 3879.0, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 88.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 88.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 78.3, Core 0: 100.0, Core 1: 60.0, Core 2: 100.0, Core 3: 60.0, Power: package-0,0: 24.8, core,0: 23.4, uncore,0: 0, dram,0: 0.4, psys,0: 32.2, 
Frequency: Avg: 3900.0, Core 0: 3900.0, Core 1: 3900.0, Core 2: 3900.0, Core 3: 3900.0, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 88.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 88.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 79.2, Core 0: 100.0, Core 1: 50.0, Core 2: 100.0, Core 3: 66.7, Power: package-0,0: 24.8, core,0: 23.1, uncore,0: 0, dram,0: 0.4, psys,0: 28.6, 
Frequency: Avg: 3713.5, Core 0: 3713.6, Core 1: 3713.5, Core 2: 3713.5, Core 3: 3713.4, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 88.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 88.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 17.7, core,0: 16.8, uncore,0: 0, dram,0: 0.3, psys,0: 28.0, 
Frequency: Avg: 3714.4, Core 0: 3713.5, Core 1: 3715.6, Core 2: 3714.9, Core 3: 3713.4, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 87.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 87.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 23.7, core,0: 19.5, uncore,0: 0, dram,0: 0.4, psys,0: 28.0, 
